;material;qtd_loja;qtd_vendas;porcentagem;status
2828;4004779;0;0;0.0;
2840;4004810;0;8;0.0;
2829;4004780;0;2;0.0;
338;4000399;0;0;0.0;
2831;4004782;0;11;0.0;
2832;4004783;0;37;0.0;
2833;4004784;0;3;0.0;
337;4000398;0;3;0.0;
2835;4004786;0;5;0.0;
336;4000397;0;20;0.0;
2837;4004788;0;5;0.0;
2838;4004795;0;1;0.0;
2839;4004800;0;2;0.0;
2986;4005390;0;1;0.0;
2987;4005391;0;4;0.0;
2988;4005393;0;4;0.0;
3159;4005746;0;3;0.0;
263;4000319;0;5;0.0;
262;4000318;0;4;0.0;
3135;4005712;0;4;0.0;
261;4000317;0;0;0.0;
260;4000316;0;0;0.0;
3138;4005722;0;1;0.0;
3139;4005723;0;0;0.0;
259;4000315;0;0;0.0;
3141;4005725;0;1;0.0;
3142;4005726;0;2;0.0;
3143;4005727;0;0;0.0;
3144;4005728;0;1;0.0;
3145;4005729;0;0;0.0;
3146;4005730;0;4;0.0;
3147;4005732;0;15;0.0;
3148;4005733;0;18;0.0;
3149;4005736;0;3;0.0;
3150;4005737;0;0;0.0;
3151;4005738;0;0;0.0;
3152;4005739;0;4;0.0;
3153;4005740;0;0;0.0;
3154;4005741;0;1;0.0;
3155;4005742;0;0;0.0;
3156;4005743;0;1;0.0;
3157;4005744;0;2;0.0;
3132;4005700;0;1;0.0;
3131;4005692;0;0;0.0;
3130;4005691;0;0;0.0;
3116;4005676;0;0;0.0;
3105;4005661;0;0;0.0;
3106;4005662;0;0;0.0;
3107;4005663;0;0;0.0;
3108;4005664;0;1;0.0;
3109;4005665;0;0;0.0;
3110;4005666;0;7;0.0;
3111;4005667;0;2;0.0;
3112;4005668;0;5;0.0;
265;4000321;0;2;0.0;
264;4000320;0;4;0.0;
3115;4005675;0;0;0.0;
3117;4005677;0;2;0.0;
3129;4005690;0;0;0.0;
3118;4005678;0;0;0.0;
3119;4005679;0;2;0.0;
3120;4005680;0;6;0.0;
3121;4005681;0;0;0.0;
3122;4005682;0;1;0.0;
3123;4005684;0;2;0.0;
3124;4005685;0;2;0.0;
3125;4005686;0;2;0.0;
3126;4005687;0;1;0.0;
3127;4005688;0;0;0.0;
3128;4005689;0;1;0.0;
3158;4005745;0;0;0.0;
258;4000314;0;1;0.0;
2989;4005394;0;0;0.0;
3161;4005751;0;1;0.0;
3190;4005790;0;0;0.0;
3191;4005791;0;0;0.0;
3192;4005792;0;0;0.0;
3193;4005793;0;2;0.0;
3194;4005794;0;2;0.0;
3195;4005795;0;1;0.0;
255;4000311;0;0;0.0;
254;4000309;0;0;0.0;
3198;4005798;0;1;0.0;
3199;4005799;0;4;0.0;
3200;4005800;0;6;0.0;
3201;4005801;0;1;0.0;
253;4000307;0;4;0.0;
3203;4005803;0;1;0.0;
3204;4005804;0;7;0.0;
3205;4005805;0;0;0.0;
3206;4005806;0;2;0.0;
3661;4006568;0;0;0.0;
3208;4005808;0;0;0.0;
3209;4005810;0;4;0.0;
3210;4005811;0;0;0.0;
251;4000305;0;2;0.0;
3212;4005814;0;0;0.0;
3213;4005815;0;1;0.0;
3214;4005822;0;11;0.0;
256;4000312;0;7;0.0;
3188;4005788;0;1;0.0;
3187;4005787;0;1;0.0;
3173;4005773;0;1;0.0;
3162;4005752;0;5;0.0;
3163;4005753;0;0;0.0;
3164;4005760;0;0;0.0;
3165;4005761;0;1;0.0;
3166;4005766;0;0;0.0;
3167;4005767;0;0;0.0;
3168;4005768;0;2;0.0;
3169;4005769;0;0;0.0;
3170;4005770;0;0;0.0;
3171;4005771;0;0;0.0;
3172;4005772;0;1;0.0;
3174;4005774;0;0;0.0;
3186;4005786;0;0;0.0;
3175;4005775;0;0;0.0;
3176;4005776;0;5;0.0;
3177;4005777;0;2;0.0;
3178;4005778;0;0;0.0;
3179;4005779;0;1;0.0;
3180;4005780;0;1;0.0;
3181;4005781;0;0;0.0;
3182;4005782;0;0;0.0;
257;4000313;0;7;0.0;
3184;4005784;0;0;0.0;
3185;4005785;0;1;0.0;
3104;4005660;0;0;0.0;
3103;4005656;0;0;0.0;
3102;4005655;0;2;0.0;
3101;4005654;0;0;0.0;
3018;4005439;0;3;0.0;
3019;4005440;0;2;0.0;
3020;4005441;0;2;0.0;
3021;4005442;0;2;0.0;
3022;4005443;0;2;0.0;
3023;4005444;0;2;0.0;
3024;4005445;0;0;0.0;
3025;4005446;0;1;0.0;
3026;4005447;0;0;0.0;
289;4000348;0;8;0.0;
3028;4005449;0;4;0.0;
3029;4005450;0;4;0.0;
3030;4005451;0;0;0.0;
3031;4005452;0;2;0.0;
3032;4005453;0;2;0.0;
3033;4005454;0;4;0.0;
288;4000346;0;0;0.0;
3035;4005456;0;1;0.0;
3036;4005457;0;3;0.0;
3037;4005458;0;1;0.0;
3038;4005459;0;3;0.0;
3039;4005460;0;8;0.0;
287;4000345;0;13;0.0;
3041;4005462;0;0;0.0;
3042;4005471;0;3;0.0;
3017;4005438;0;1;0.0;
3016;4005436;0;1;0.0;
3015;4005435;0;1;0.0;
3001;4005420;0;0;0.0;
2990;4005395;0;0;0.0;
2991;4005396;0;26;0.0;
296;4000357;0;1;0.0;
2993;4005405;0;0;0.0;
2994;4005406;0;0;0.0;
2995;4005407;0;0;0.0;
2996;4005408;0;0;0.0;
2997;4005409;0;0;0.0;
2998;4005410;0;10;0.0;
295;4000356;0;3;0.0;
3000;4005413;0;13;0.0;
3002;4005421;0;1;0.0;
290;4000349;0;0;0.0;
3003;4005422;0;3;0.0;
294;4000355;0;2;0.0;
3005;4005424;0;1;0.0;
3006;4005425;0;2;0.0;
3007;4005426;0;0;0.0;
293;4000354;0;13;0.0;
3009;4005428;0;0;0.0;
3010;4005429;0;0;0.0;
3011;4005430;0;1;0.0;
291;4000350;0;0;0.0;
3013;4005432;0;1;0.0;
3043;4005472;0;0;0.0;
3044;4005480;0;3;0.0;
3045;4005481;0;3;0.0;
3088;4005606;0;0;0.0;
270;4000326;0;2;0.0;
3078;4005588;0;5;0.0;
3079;4005590;0;0;0.0;
3080;4005593;0;1;0.0;
3081;4005594;0;2;0.0;
3082;4005595;0;2;0.0;
3083;4005596;0;0;0.0;
3084;4005598;0;4;0.0;
3085;4005599;0;1;0.0;
269;4000325;0;9;0.0;
3087;4005604;0;0;0.0;
3089;4005607;0;2;0.0;
271;4000327;0;0;0.0;
3090;4005608;0;0;0.0;
3091;4005609;0;3;0.0;
268;4000324;0;2;0.0;
3093;4005629;0;4;0.0;
267;4000323;0;0;0.0;
3095;4005631;0;0;0.0;
266;4000322;0;5;0.0;
3097;4005640;0;5;0.0;
3098;4005650;0;6;0.0;
3099;4005652;0;84;0.0;
3100;4005653;0;2;0.0;
3076;4005580;0;1;0.0;
272;4000328;0;1;0.0;
3046;4005482;0;2;0.0;
3059;4005503;0;9;0.0;
3047;4005483;0;1;0.0;
286;4000343;0;2;0.0;
279;4000335;0;0;0.0;
3050;4005492;0;0;0.0;
3051;4005493;0;1;0.0;
3052;4005494;0;0;0.0;
278;4000334;0;0;0.0;
3055;4005498;0;5;0.0;
3056;4005499;0;0;0.0;
3057;4005501;0;1;0.0;
3058;4005502;0;12;0.0;
3060;4005504;0;2;0.0;
3073;4005558;0;3;0.0;
3061;4005510;0;6;0.0;
3063;4005512;0;5;0.0;
274;4000330;0;1;0.0;
3065;4005536;0;5;0.0;
3066;4005539;0;12;0.0;
3067;4005541;0;2;0.0;
3068;4005550;0;5;0.0;
3069;4005553;0;4;0.0;
3070;4005554;0;2;0.0;
273;4000329;0;0;0.0;
3072;4005556;0;2;0.0;
3660;4006567;0;0;0.0;
90;4000121;0;9;0.0;
92;4000123;0;1;0.0;
4266;6000841;0;9;0.0;
4268;6000844;0;5;0.0;
4269;6000846;0;9;0.0;
4270;6000847;0;3;0.0;
4271;6000849;0;13;0.0;
4272;6000850;0;6;0.0;
4273;6000851;0;12;0.0;
4274;6000852;0;8;0.0;
4275;6000853;0;6;0.0;
4276;6000854;0;8;0.0;
4277;6000855;0;4;0.0;
4278;6000858;0;23;0.0;
4279;6000859;0;1;0.0;
4280;6000862;0;27;0.0;
4281;6000863;0;8;0.0;
4282;6000864;0;3;0.0;
4283;6000865;0;29;0.0;
4284;6000866;0;23;0.0;
4285;6000868;0;3;0.0;
4286;6000869;0;1;0.0;
4287;6000870;0;4;0.0;
4288;6000872;0;11;0.0;
4289;6000873;0;11;0.0;
4290;6000874;0;12;0.0;
4291;6000875;0;8;0.0;
22;4000050;0;1;0.0;
4267;6000843;0;5;0.0;
4265;6000840;0;5;0.0;
23;4000051;0;6;0.0;
4264;6000839;0;8;0.0;
4239;6000773;0;8;0.0;
4240;6000774;0;0;0.0;
4241;6000775;0;0;0.0;
4242;6000776;0;3;0.0;
4243;6000777;0;6;0.0;
4244;6000778;0;2;0.0;
4245;6000782;0;2;0.0;
4246;6000788;0;8;0.0;
4247;6000790;0;12;0.0;
4248;6000796;0;3;0.0;
4249;6000798;0;5;0.0;
4250;6000801;0;0;0.0;
4251;6000805;0;5;0.0;
4252;6000807;0;4;0.0;
4253;6000810;0;2;0.0;
4254;6000812;0;2;0.0;
4255;6000816;0;58;0.0;
4256;6000817;0;24;0.0;
4257;6000823;0;6;0.0;
4258;6000826;0;0;0.0;
4259;6000828;0;0;0.0;
4260;6000833;0;4;0.0;
4261;6000835;0;11;0.0;
4262;6000837;0;12;0.0;
4263;6000838;0;13;0.0;
21;4000049;0;3;0.0;
4294;6000883;0;12;0.0;
4295;6000885;0;8;0.0;
4296;6000886;0;2;0.0;
14;4000041;0;1;0.0;
4326;6000931;0;4;0.0;
4327;6000932;0;0;0.0;
4328;6000933;0;4;0.0;
4329;6000934;0;2;0.0;
4330;6000937;0;2;0.0;
4331;6000938;0;3;0.0;
4332;6000939;0;1;0.0;
4333;6000940;0;2;0.0;
4334;6000941;0;4;0.0;
4335;6000942;0;1;0.0;
4336;6000943;0;1;0.0;
4337;6000946;0;0;0.0;
4338;6000947;0;7;0.0;
4339;6000953;0;2;0.0;
4340;6000954;0;17;0.0;
4341;6000955;0;38;0.0;
4342;6000956;0;0;0.0;
4343;6000957;0;0;0.0;
4344;6000960;0;0;0.0;
4345;6000962;0;13;0.0;
4346;6000963;0;7;0.0;
4347;6000964;0;4;0.0;
4348;6000965;0;7;0.0;
4349;6000966;0;8;0.0;
4324;6000924;0;8;0.0;
4323;6000923;0;14;0.0;
15;4000042;0;0;0.0;
4308;6000906;0;3;0.0;
4297;6000888;0;0;0.0;
4298;6000890;0;1;0.0;
19;4000046;0;1;0.0;
4300;6000893;0;18;0.0;
4301;6000894;0;6;0.0;
4302;6000895;0;0;0.0;
4303;6000898;0;0;0.0;
18;4000045;0;10;0.0;
4305;6000901;0;8;0.0;
4306;6000902;0;8;0.0;
4307;6000904;0;3;0.0;
17;4000044;0;0;0.0;
4321;6000921;0;22;0.0;
4310;6000908;0;6;0.0;
16;4000043;0;1;0.0;
4312;6000910;0;5;0.0;
4313;6000911;0;2;0.0;
4314;6000914;0;24;0.0;
4315;6000915;0;26;0.0;
4316;6000916;0;7;0.0;
4317;6000917;0;1;0.0;
4318;6000918;0;9;0.0;
4319;6000919;0;23;0.0;
4320;6000920;0;1;0.0;
4238;6000772;0;9;0.0;
4236;6000770;0;3;0.0;
13;4000040;0;2;0.0;
4151;6000660;0;14;0.0;
4153;6000662;0;3;0.0;
4154;6000663;0;0;0.0;
4155;6000664;0;0;0.0;
4156;6000665;0;4;0.0;
4157;6000666;0;0;0.0;
4158;6000667;0;1;0.0;
4159;6000668;0;2;0.0;
4160;6000670;0;0;0.0;
4161;6000671;0;0;0.0;
4162;6000673;0;0;0.0;
4163;6000675;0;0;0.0;
4164;6000677;0;10;0.0;
4165;6000678;0;32;0.0;
4166;6000679;0;5;0.0;
4167;6000680;0;10;0.0;
4168;6000681;0;13;0.0;
4169;6000682;0;6;0.0;
4170;6000683;0;11;0.0;
4171;6000684;0;0;0.0;
4172;6000685;0;6;0.0;
4173;6000686;0;0;0.0;
4174;6000687;0;0;0.0;
4175;6000688;0;21;0.0;
4176;6000689;0;4;0.0;
4177;6000690;0;22;0.0;
4152;6000661;0;6;0.0;
4150;6000659;0;0;0.0;
4235;6000769;0;9;0.0;
4149;6000658;0;23;0.0;
35;4000063;0;0;0.0;
4125;6000629;0;3;0.0;
4126;6000631;0;0;0.0;
4127;6000632;0;5;0.0;
34;4000062;0;1;0.0;
4129;6000634;0;3;0.0;
31;4000059;0;0;0.0;
30;4000058;0;2;0.0;
29;4000057;0;1;0.0;
4133;6000638;0;3;0.0;
28;4000056;0;0;0.0;
4135;6000640;0;10;0.0;
27;4000055;0;1;0.0;
26;4000054;0;2;0.0;
4138;6000643;0;2;0.0;
4139;6000644;0;0;0.0;
4140;6000645;0;6;0.0;
4141;6000647;0;4;0.0;
4142;6000648;0;1;0.0;
4143;6000649;0;5;0.0;
4144;6000651;0;7;0.0;
4145;6000652;0;1;0.0;
4146;6000653;0;10;0.0;
4147;6000654;0;1;0.0;
4148;6000656;0;9;0.0;
4178;6000691;0;11;0.0;
4179;6000697;0;13;0.0;
4180;6000698;0;7;0.0;
4181;6000699;0;2;0.0;
4210;6000734;0;8;0.0;
4211;6000736;0;15;0.0;
4212;6000737;0;7;0.0;
4213;6000738;0;4;0.0;
4214;6000741;0;16;0.0;
4215;6000742;0;3;0.0;
4216;6000745;0;4;0.0;
4217;6000746;0;9;0.0;
4218;6000747;0;8;0.0;
4219;6000748;0;6;0.0;
4220;6000749;0;10;0.0;
4221;6000750;0;10;0.0;
4222;6000751;0;0;0.0;
4223;6000752;0;11;0.0;
4224;6000754;0;4;0.0;
4225;6000756;0;18;0.0;
4226;6000757;0;3;0.0;
4227;6000758;0;1;0.0;
4228;6000760;0;2;0.0;
4229;6000761;0;1;0.0;
4230;6000763;0;6;0.0;
4231;6000764;0;5;0.0;
4232;6000765;0;3;0.0;
4233;6000767;0;10;0.0;
4234;6000768;0;9;0.0;
4209;6000733;0;10;0.0;
4208;6000732;0;29;0.0;
24;4000052;0;2;0.0;
4193;6000711;0;0;0.0;
4182;6000700;0;16;0.0;
4183;6000701;0;0;0.0;
4184;6000702;0;1;0.0;
4185;6000703;0;0;0.0;
4186;6000704;0;0;0.0;
4187;6000705;0;0;0.0;
4188;6000706;0;0;0.0;
4189;6000707;0;0;0.0;
4190;6000708;0;0;0.0;
4191;6000709;0;0;0.0;
4192;6000710;0;0;0.0;
4194;6000713;0;12;0.0;
4206;6000730;0;8;0.0;
4195;6000714;0;8;0.0;
4196;6000715;0;9;0.0;
4197;6000719;0;5;0.0;
4198;6000720;0;7;0.0;
4199;6000721;0;11;0.0;
4200;6000722;0;3;0.0;
4201;6000724;0;3;0.0;
4202;6000725;0;11;0.0;
4203;6000726;0;19;0.0;
4204;6000727;0;31;0.0;
25;4000053;0;3;0.0;
4350;6000967;0;15;0.0;
12;4000039;0;0;0.0;
91;4000122;0;1;0.0;
4497;6001316;0;1;0.0;
4499;6001318;0;1;0.0;
4500;6001319;0;1;0.0;
4501;6001320;0;0;0.0;
4502;6001321;0;3;0.0;
4503;6001322;0;0;0.0;
4504;6001323;0;2;0.0;
4505;6001324;0;2;0.0;
4506;6001325;0;1;0.0;
4507;6001326;0;3;0.0;
4508;6001327;0;7;0.0;
4509;6001328;0;1;0.0;
4510;6001329;0;6;0.0;
4511;6001330;0;10;0.0;
4512;6001331;0;1;0.0;
4513;6001332;0;2;0.0;
4514;6001335;0;1;0.0;
4515;6001336;0;1;0.0;
4516;6001338;0;2;0.0;
4517;6001340;0;7;0.0;
4518;6001341;0;1;0.0;
4519;6001342;0;2;0.0;
4520;6001343;0;0;0.0;
4521;6001344;0;3;0.0;
4522;6001345;0;1;0.0;
4523;6001346;0;0;0.0;
4498;6001317;0;3;0.0;
4496;6001315;0;0;0.0;
4468;6001269;0;2;0.0;
4495;6001314;0;0;0.0;
4470;6001271;0;3;0.0;
4471;6001272;0;1;0.0;
4472;6001273;0;0;0.0;
4473;6001277;0;2;0.0;
4474;6001278;0;2;0.0;
4475;6001279;0;0;0.0;
4476;6001280;0;2;0.0;
4477;6001282;0;4;0.0;
4478;6001287;0;0;0.0;
4479;6001288;0;0;0.0;
4480;6001289;0;4;0.0;
4481;6001292;0;1;0.0;
4482;6001294;0;3;0.0;
4483;6001295;0;0;0.0;
4484;6001296;0;4;0.0;
4485;6001297;0;3;0.0;
4486;6001298;0;0;0.0;
4487;6001299;0;7;0.0;
4488;6001301;0;9;0.0;
4489;6001305;0;0;0.0;
4490;6001306;0;5;0.0;
4491;6001307;0;7;0.0;
4492;6001308;0;13;0.0;
4493;6001309;0;6;0.0;
4494;6001313;0;2;0.0;
4524;6001347;0;4;0.0;
4525;6001350;0;0;0.0;
4526;6001351;0;20;0.0;
4527;6001352;0;1;0.0;
4556;6001382;0;1;0.0;
4557;6001383;0;8;0.0;
4558;6001387;0;2;0.0;
4559;6001388;0;0;0.0;
4560;6001389;0;0;0.0;
4561;6001390;0;0;0.0;
4562;6001391;0;3;0.0;
4563;6001392;0;2;0.0;
4564;6001393;0;6;0.0;
4565;6001394;0;0;0.0;
4566;6001395;0;3;0.0;
4567;6001396;0;0;0.0;
4568;6001397;0;1;0.0;
4569;6001398;0;0;0.0;
4570;6001400;0;10;0.0;
4571;6001401;0;10;0.0;
4572;6001402;0;5;0.0;
4573;6001403;0;8;0.0;
4574;6001404;0;3;0.0;
4575;6001405;0;4;0.0;
4576;6001406;0;0;0.0;
4577;6001409;0;2;0.0;
4578;6001410;0;0;0.0;
4579;6001411;0;0;0.0;
4580;6001412;0;0;0.0;
4555;6001381;0;0;0.0;
4554;6001380;0;0;0.0;
4553;6001379;0;8;0.0;
4539;6001364;0;11;0.0;
4528;6001353;0;0;0.0;
4529;6001354;0;0;0.0;
4530;6001355;0;22;0.0;
4531;6001356;0;16;0.0;
4532;6001357;0;10;0.0;
4533;6001358;0;15;0.0;
4534;6001359;0;28;0.0;
4535;6001360;0;15;0.0;
4536;6001361;0;2;0.0;
4537;6001362;0;29;0.0;
4538;6001363;0;0;0.0;
4540;6001365;0;10;0.0;
4552;6001378;0;5;0.0;
4541;6001366;0;15;0.0;
4542;6001367;0;0;0.0;
4543;6001368;0;10;0.0;
4544;6001369;0;0;0.0;
4545;6001370;0;0;0.0;
4546;6001371;0;4;0.0;
4547;6001373;0;0;0.0;
4548;6001374;0;0;0.0;
4549;6001375;0;0;0.0;
4550;6001376;0;0;0.0;
4551;6001377;0;3;0.0;
4469;6001270;0;2;0.0;
4467;6001268;0;2;0.0;
11;4000038;0;0;0.0;
4381;6001010;0;29;0.0;
4383;6001012;0;31;0.0;
4384;6001013;0;29;0.0;
4385;6001014;0;5;0.0;
4386;6001015;0;13;0.0;
4387;6001018;0;17;0.0;
4388;6001020;0;6;0.0;
4389;6001021;0;3;0.0;
4390;6001023;0;8;0.0;
4391;6001037;0;27;0.0;
4392;6001038;0;29;0.0;
4393;6001039;0;8;0.0;
4394;6001040;0;3;0.0;
4395;6001050;0;14;0.0;
4396;6001051;0;8;0.0;
4397;6001052;0;11;0.0;
4398;6001053;0;24;0.0;
4399;6001058;0;5;0.0;
4400;6001059;0;5;0.0;
4401;6001062;0;2;0.0;
4402;6001063;0;0;0.0;
4403;6001064;0;6;0.0;
4404;6001065;0;8;0.0;
4405;6001067;0;0;0.0;
4406;6001068;0;1;0.0;
5;4000017;0;6;0.0;
4382;6001011;0;24;0.0;
4380;6001009;0;8;0.0;
4466;6001267;0;1;0.0;
4379;6001008;0;16;0.0;
10;4000032;0;30;0.0;
9;4000031;0;0;0.0;
4356;6000974;0;8;0.0;
4357;6000977;0;9;0.0;
8;4000030;0;22;0.0;
4359;6000980;0;24;0.0;
4360;6000983;0;1;0.0;
4361;6000984;0;8;0.0;
4362;6000985;0;1;0.0;
4363;6000989;0;8;0.0;
4364;6000990;0;19;0.0;
4365;6000991;0;1;0.0;
4366;6000992;0;17;0.0;
4367;6000993;0;11;0.0;
4368;6000994;0;9;0.0;
4369;6000995;0;2;0.0;
4370;6000996;0;15;0.0;
4371;6000997;0;3;0.0;
4372;6000998;0;2;0.0;
4373;6000999;0;7;0.0;
4374;6001001;0;16;0.0;
4375;6001002;0;22;0.0;
4376;6001005;0;13;0.0;
4377;6001006;0;22;0.0;
4378;6001007;0;23;0.0;
4408;6001071;0;0;0.0;
4;4000016;0;3;0.0;
4411;6001076;0;2;0.0;
3;4000015;0;8;0.0;
4441;6001184;0;8;0.0;
4442;6001186;0;9;0.0;
4443;6001199;0;0;0.0;
4444;6001218;0;6;0.0;
4445;6001219;0;11;0.0;
4446;6001221;0;9;0.0;
4447;6001222;0;2;0.0;
4448;6001227;0;0;0.0;
4449;6001228;0;1;0.0;
4450;6001229;0;2;0.0;
4451;6001230;0;0;0.0;
4452;6001237;0;26;0.0;
4453;6001238;0;56;0.0;
4454;6001239;0;30;0.0;
4455;6001253;0;2;0.0;
4456;6001254;0;6;0.0;
4457;6001255;0;11;0.0;
4458;6001256;0;10;0.0;
4459;6001257;0;0;0.0;
4460;6001259;0;7;0.0;
4461;6001260;0;13;0.0;
4462;6001261;0;8;0.0;
4463;6001264;0;0;0.0;
4464;6001265;0;4;0.0;
4465;6001266;0;0;0.0;
4440;6001161;0;0;0.0;
4439;6001160;0;1;0.0;
4438;6001159;0;0;0.0;
4424;6001101;0;1;0.0;
4413;6001081;0;2;0.0;
4414;6001082;0;4;0.0;
4415;6001083;0;4;0.0;
4416;6001084;0;7;0.0;
4417;6001085;0;15;0.0;
4418;6001086;0;4;0.0;
4419;6001087;0;11;0.0;
4420;6001094;0;0;0.0;
4421;6001096;0;0;0.0;
4422;6001099;0;2;0.0;
4423;6001100;0;5;0.0;
4425;6001107;0;2;0.0;
4437;6001158;0;1;0.0;
4426;6001110;0;0;0.0;
4427;6001112;0;0;0.0;
4428;6001113;0;2;0.0;
4429;6001114;0;3;0.0;
4430;6001122;0;0;0.0;
4431;6001123;0;18;0.0;
4432;6001125;0;0;0.0;
4433;6001138;0;0;0.0;
4434;6001141;0;0;0.0;
4435;6001153;0;0;0.0;
4436;6001157;0;0;0.0;
4123;6000627;0;3;0.0;
36;4000064;0;8;0.0;
4121;6000625;0;3;0.0;
3806;6000169;0;6;0.0;
3808;6000173;0;5;0.0;
3809;6000176;0;4;0.0;
3810;6000178;0;6;0.0;
3811;6000179;0;1;0.0;
3812;6000186;0;0;0.0;
3813;6000187;0;3;0.0;
3814;6000188;0;0;0.0;
3815;6000190;0;10;0.0;
3816;6000191;0;0;0.0;
3817;6000192;0;7;0.0;
3818;6000193;0;0;0.0;
3819;6000194;0;17;0.0;
3820;6000196;0;1;0.0;
3821;6000197;0;2;0.0;
3822;6000198;0;3;0.0;
3823;6000199;0;26;0.0;
3824;6000200;0;5;0.0;
3825;6000201;0;3;0.0;
3826;6000202;0;5;0.0;
3827;6000203;0;4;0.0;
3828;6000204;0;3;0.0;
3829;6000205;0;4;0.0;
3830;6000206;0;4;0.0;
3831;6000207;0;0;0.0;
3832;6000208;0;4;0.0;
3807;6000172;0;6;0.0;
3805;6000168;0;10;0.0;
3777;6000126;0;15;0.0;
3804;6000167;0;19;0.0;
3779;6000128;0;34;0.0;
3780;6000129;0;9;0.0;
3781;6000130;0;6;0.0;
3782;6000131;0;0;0.0;
3783;6000132;0;16;0.0;
3784;6000134;0;5;0.0;
3785;6000136;0;0;0.0;
3786;6000137;0;0;0.0;
3787;6000138;0;2;0.0;
3788;6000139;0;0;0.0;
3789;6000140;0;3;0.0;
3790;6000143;0;0;0.0;
3791;6000144;0;3;0.0;
3792;6000145;0;4;0.0;
3793;6000147;0;13;0.0;
3794;6000152;0;3;0.0;
3795;6000156;0;10;0.0;
3796;6000158;0;4;0.0;
3797;6000159;0;11;0.0;
3798;6000160;0;0;0.0;
3799;6000161;0;10;0.0;
3800;6000162;0;8;0.0;
3801;6000163;0;6;0.0;
3802;6000164;0;6;0.0;
3803;6000165;0;6;0.0;
3833;6000209;0;0;0.0;
3834;6000210;0;5;0.0;
3835;6000211;0;7;0.0;
3836;6000212;0;5;0.0;
3865;6000244;0;2;0.0;
3866;6000245;0;10;0.0;
3867;6000246;0;7;0.0;
3868;6000247;0;5;0.0;
3869;6000248;0;3;0.0;
3870;6000249;0;8;0.0;
3871;6000250;0;9;0.0;
3872;6000251;0;4;0.0;
3873;6000252;0;7;0.0;
3874;6000253;0;1;0.0;
3875;6000255;0;3;0.0;
3876;6000256;0;7;0.0;
3877;6000257;0;2;0.0;
3878;6000258;0;1;0.0;
3879;6000259;0;2;0.0;
3880;6000260;0;7;0.0;
3881;6000261;0;8;0.0;
3882;6000262;0;3;0.0;
3883;6000263;0;5;0.0;
3884;6000264;0;5;0.0;
3885;6000265;0;4;0.0;
3886;6000266;0;2;0.0;
3887;6000267;0;7;0.0;
3888;6000268;0;4;0.0;
3889;6000269;0;3;0.0;
3864;6000243;0;2;0.0;
3863;6000242;0;3;0.0;
3862;6000241;0;3;0.0;
3848;6000226;0;0;0.0;
3837;6000213;0;9;0.0;
3838;6000214;0;7;0.0;
3839;6000215;0;5;0.0;
3840;6000216;0;5;0.0;
3841;6000217;0;6;0.0;
3842;6000218;0;14;0.0;
3843;6000219;0;4;0.0;
3844;6000220;0;6;0.0;
3845;6000221;0;0;0.0;
3846;6000222;0;8;0.0;
3847;6000223;0;16;0.0;
3849;6000227;0;0;0.0;
3861;6000240;0;14;0.0;
3850;6000228;0;1;0.0;
3851;6000229;0;3;0.0;
3852;6000230;0;4;0.0;
84;4000115;0;2;0.0;
83;4000114;0;5;0.0;
3855;6000234;0;2;0.0;
3856;6000235;0;0;0.0;
82;4000113;0;3;0.0;
81;4000112;0;2;0.0;
3859;6000238;0;1;0.0;
3860;6000239;0;3;0.0;
3778;6000127;0;7;0.0;
3776;6000125;0;12;0.0;
4120;6000624;0;7;0.0;
3691;4006599;0;2;0.0;
3693;4006601;0;0;0.0;
3694;4006602;0;1;0.0;
3695;4006603;0;0;0.0;
3696;4006604;0;0;0.0;
3697;4006605;0;1;0.0;
3698;4006606;0;6;0.0;
3699;4006607;0;0;0.0;
3700;4006608;0;0;0.0;
3701;4006611;0;0;0.0;
85;4000116;0;2;0.0;
3703;4006657;0;0;0.0;
3704;4006661;0;0;0.0;
3705;4006662;0;0;0.0;
3706;4006663;0;0;0.0;
3707;4006664;0;0;0.0;
3708;4006667;0;0;0.0;
3709;4006669;0;0;0.0;
3710;4006710;0;0;0.0;
3711;4006711;0;0;0.0;
3712;4006712;0;0;0.0;
3713;4006714;0;0;0.0;
3714;4006715;0;0;0.0;
3715;4006716;0;0;0.0;
3716;4006717;0;0;0.0;
3717;4006718;0;0;0.0;
86;4000117;0;1;0.0;
3690;4006598;0;0;0.0;
3775;6000124;0;21;0.0;
87;4000118;0;1;0.0;
3664;4006571;0;0;0.0;
3665;4006572;0;0;0.0;
3666;4006573;0;1;0.0;
2756;4004430;0;3;0.0;
3668;4006575;0;0;0.0;
3669;4006576;0;0;0.0;
3670;4006577;0;0;0.0;
3671;4006578;0;1;0.0;
89;4000120;0;4;0.0;
3673;4006580;0;3;0.0;
3674;4006581;0;1;0.0;
3675;4006582;0;4;0.0;
3676;4006583;0;0;0.0;
3677;4006584;0;2;0.0;
88;4000119;0;0;0.0;
3679;4006586;0;2;0.0;
3680;4006587;0;0;0.0;
3681;4006588;0;1;0.0;
3682;4006590;0;0;0.0;
3683;4006591;0;1;0.0;
3684;4006592;0;0;0.0;
3685;4006593;0;0;0.0;
3686;4006594;0;0;0.0;
3687;4006595;0;0;0.0;
3688;4006596;0;0;0.0;
3718;4006719;0;0;0.0;
3719;4006720;0;0;0.0;
3720;4006752;0;0;0.0;
3721;4006789;0;0;0.0;
3750;4006820;0;0;0.0;
