Escritório de vendas|Fornecedor|Material|Data|Valor Liquido
119|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|35.0
119|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|12.0
119|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|20.0
119|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|36.0
119|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|15.0
119|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|15.0
119|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|30.0
119|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|15.0
119|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|15.0
119|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|25.0
119|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|05.01.2020|10.0
119|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|10.0
119|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|15.0
119|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|12.0
119|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|12.0
119|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|20.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|15.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|15.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|02.01.2020|10.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|30.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|03.01.2020|15.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|03.01.2020|60.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|30.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|05.01.2020|35.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|03.01.2020|45.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|30.12.2019|15.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|30.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|03.01.2020|20.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|30.12.2019|15.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|30.12.2019|120.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|31.12.2019|15.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|02.01.2020|65.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|03.01.2020|40.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|110.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|05.01.2020|80.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|02.01.2020|55.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|30.12.2019|20.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|15.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|02.01.2020|15.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|02.01.2020|15.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|31.12.2019|20.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|120.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|05.01.2020|10.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|30.12.2019|15.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|03.01.2020|45.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|03.01.2020|15.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|02.01.2020|15.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|10.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|15.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|03.01.2020|30.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|15.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|30.12.2019|15.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|15.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|20.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|03.01.2020|10.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|03.01.2020|15.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|03.01.2020|15.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|30.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|03.01.2020|15.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|30.12.2019|25.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|03.01.2020|20.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|20.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|02.01.2020|15.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|30.12.2019|10.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|03.01.2020|15.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|05.01.2020|15.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|02.01.2020|35.0
119|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|03.01.2020|15.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|02.01.2020|20.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|02.01.2020|35.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|04.01.2020|20.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|05.01.2020|90.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|30.12.2019|20.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|02.01.2020|60.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|02.01.2020|15.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|02.01.2020|30.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|02.01.2020|80.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|02.01.2020|10.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|30.12.2019|110.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|31.12.2019|30.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|02.01.2020|230.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|03.01.2020|160.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|04.01.2020|190.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|05.01.2020|20.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|04.01.2020|15.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|02.01.2020|65.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|04.01.2020|20.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|05.01.2020|120.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|04.01.2020|40.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|05.01.2020|10.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|04.01.2020|60.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|04.01.2020|10.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|31.12.2019|55.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|30.12.2019|20.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|30.12.2019|70.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|30.12.2019|30.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|04.01.2020|15.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|02.01.2020|60.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|30.12.2019|100.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|31.12.2019|20.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|30.12.2019|20.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|30.12.2019|40.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|05.01.2020|60.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|03.01.2020|150.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|31.12.2019|30.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|30.12.2019|20.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|30.12.2019|60.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|05.01.2020|10.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|04.01.2020|30.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|02.01.2020|120.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|05.01.2020|60.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|02.01.2020|10.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|04.01.2020|10.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|31.12.2019|60.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|04.01.2020|70.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|03.01.2020|10.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|31.12.2019|10.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|03.01.2020|60.0
119|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|02.01.2020|10.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|04.01.2020|15.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|04.01.2020|28.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|30.12.2019|35.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|02.01.2020|20.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|04.01.2020|30.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|31.12.2019|10.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|03.01.2020|15.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|05.01.2020|20.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|30.12.2019|50.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|31.12.2019|70.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|02.01.2020|40.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|03.01.2020|70.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|04.01.2020|105.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|05.01.2020|80.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|30.12.2019|20.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|03.01.2020|25.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|05.01.2020|20.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|03.01.2020|20.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|02.01.2020|20.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|31.12.2019|10.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|05.01.2020|60.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|04.01.2020|10.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|30.12.2019|15.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|03.01.2020|40.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|04.01.2020|20.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|30.12.2019|40.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|05.01.2020|20.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|30.12.2019|30.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|30.12.2019|10.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|02.01.2020|20.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|03.01.2020|13.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|30.12.2019|30.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|03.01.2020|20.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|03.01.2020|20.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|30.12.2019|20.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|30.12.2019|15.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|31.12.2019|20.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|30.12.2019|30.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|02.01.2020|20.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|02.01.2020|10.0
119|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|03.01.2020|10.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|50.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|7.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|05.01.2020|15.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|20.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|05.01.2020|10.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|20.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|05.01.2020|15.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|137.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|10.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|132.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|72.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|208.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|05.01.2020|34.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|50.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|20.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|05.01.2020|12.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|15.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|20.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|20.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|12.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|05.01.2020|50.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|15.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|05.01.2020|30.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|10.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|20.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|05.01.2020|25.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|30.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|12.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|15.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|12.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|50.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|12.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|12.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|05.01.2020|10.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|15.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|20.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|15.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|25.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|35.0
120|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|15.0
120|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|02.01.2020|20.0
120|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|30.0
120|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|03.01.2020|10.0
120|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|30.12.2019|85.0
120|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|31.12.2019|15.0
120|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|02.01.2020|140.0
120|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|03.01.2020|55.0
120|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|10.0
120|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|02.01.2020|15.0
120|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|15.0
120|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|05.01.2020|20.0
120|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|02.01.2020|40.0
120|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|30.0
120|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|04.01.2020|10.0
120|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|30.12.2019|20.0
120|Oi|131316             RECARGA VIRTUAL OI R$ 1,00|31.12.2019|15.0
120|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|04.01.2020|50.0
120|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|04.01.2020|40.0
120|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|30.12.2019|45.0
120|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|02.01.2020|105.0
120|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|03.01.2020|10.0
120|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|04.01.2020|25.0
120|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|04.01.2020|30.0
120|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|05.01.2020|15.0
120|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|30.12.2019|50.0
120|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|31.12.2019|20.0
120|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|02.01.2020|20.0
120|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|02.01.2020|100.0
120|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|03.01.2020|20.0
120|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|02.01.2020|50.0
120|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|05.01.2020|10.0
120|Tim|177914             RECARGA VIRTUAL TIM R$ 1,00|04.01.2020|20.0
120|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|30.12.2019|30.0
120|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|30.12.2019|20.0
120|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|31.12.2019|35.0
120|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|02.01.2020|50.0
120|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|03.01.2020|40.0
120|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|04.01.2020|135.0
120|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|31.12.2019|100.0
120|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|05.01.2020|15.0
120|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|04.01.2020|15.0
120|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|30.12.2019|20.0
120|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|04.01.2020|20.0
120|Claro|131317             RECARGA VIRTUAL CLARO R$ 1,00|02.01.2020|20.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|25.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|100.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|50.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|55.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|15.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|12.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|30.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|05.01.2020|20.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|25.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|20.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|12.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|10.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|105.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|174.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|117.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|59.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|52.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|05.01.2020|57.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|60.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|50.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|50.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|20.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|36.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|20.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|15.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|25.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|20.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|15.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|25.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|15.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|25.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|20.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|15.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|05.01.2020|7.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|40.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|50.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|12.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|20.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|15.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|24.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|20.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|05.01.2020|25.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|40.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|12.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|15.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|15.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|20.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|20.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|05.01.2020|35.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|12.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|20.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|15.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|20.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|15.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|02.01.2020|20.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|15.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|15.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|05.01.2020|12.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|55.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|15.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|15.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|15.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|10.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|15.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|27.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|12.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|15.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|12.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|03.01.2020|15.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|15.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|05.01.2020|15.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|05.01.2020|10.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|30.12.2019|20.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|04.01.2020|20.0
121|Vivo|131318             RECARGA VIRTUAL VIVO R$ 1,00|31.12.2019|60.0
