,col1,col2,col3,col4
895,599.,Hugo de Souza Nogueira,Flamengo - RJ,Sports Advisor Consultoria de
897,600.,Hugo Henrique Nogueira de Souza,Grêmio - RS,Santarelli Sports Ltda - Epp
898,601.,Hugo Mattos Fontes,Americano - RJ,Talent Sports Ltda
899,602.,Hygor Peçanha de Moraes,Vasco da Gama - RJ,Marcos Antonio Bonfim da Silva
900,603.,Hyoran Kaue Dalmoro,Atlético - MG,F J B Sports Ltda Me
901,604.,Hyoran Kaue Dalmoro,Atlético - MG,F J B Sports Ltda Me
902,605.,Hyuri Henrique de Oliveira Costa,Crb - AL,Rfscheidt Marketing E Esporte Eireli
903,606.,Iago Andre Pires de Oliveira,Athletico Paranaense -,Think Ball E Sports Consulting Ltda
905,607.,Ian Custodio dos Anjos,Palmeiras - SP,Unisoccer Sport Agenciamento
907,608.,Icaro Claudio dos Santos Barra,Figueirense Esporte,All Sports Gerenciamento E Consultoria
909,609.,Ighor Gabryel Vieira Gonçalves,America - MG,Mmb Sports Participações
910,610.,Igor Aquino da Silva,Atlético - GO,Brasoccer Sports Marketing E
912,611.,Igor Clerc Vita dos Santos Santana,EC São Bernardo - SP,Ecm Sports Marketing Intermediacoes
914,612.,Igor Gabriel Furtado Gondin,Cruzeiro - MG,Agon Empreendimentos Esportivos
916,613.,Igor Gabriel Furtado Gondin,Cruzeiro - MG,Agon Empreendimentos Esportivos
918,614.,Igor Henrique da Silva Nogueira,America - MG,Juliano Rodrigues - Me
919,615.,Igor Henrique Pereira de Campos,Chapecoense - SC,Tac 11 Esportes Ltda
920,616.,Igor Inocencio de Oliveira,Juventude - RS,Rr Publicidade E Comunicação Ltda -
922,617.,Igor Inocencio de Oliveira,Coritiba - PR,La Sports Assessoria Esportiva Eireli -
924,618.,Igor Leandro Goularte do Nascimento,Novorizontino - SP,Mmc Sports Consulting Ltda
925,619.,Igor Oliveira da Silva,Sport - PE,A. P. Goveia Filho
926,620.,Igor Oliveira da Silva,Sport - PE,A. P. Goveia Filho
927,621.,Igor Pereira dos Santos,Internacional - RS,Luis Augusto Carvalho Consultoria
928,622.,Ilson Cedric Borges de Accacio Lima,Vitória - BA,Antoniu S Assessoria Esportiva Ltda
929,623.,Ilson Cedric Borges de Accacio Lima,Csa - AL,Antoniu S Assessoria Esportiva Ltda
930,624.,Isaque Elias Brito,Grêmio - RS,Fms Gestao Esportiva Ltda
931,625.,Ismael Ferreira da Silva,America - MG,Engetronic Serviços Ltda
932,626.,Italo Fernando Assis Goncalves,Figueirense - SC,Rm Sports Agenciamento de
935,627.,Italo Lorenzo de Amorim,Ação - MT,Atahide de Mello Paim Russi Duarte
936,628.,Italo Nascimento Araujo de Melo,Santa Cruz - PE,Global Player Marketing Esportivo E
938,629.,Ítalo Valentim Gomes,Flamengo - RJ,Stadia Sports Agenciamento E
940,630.,Ivan Aparecido Martins,Goiás - GO,Success International Marketing Sports
942,631.,Ivan Dario Angulo Cortes,Cruzeiro - MG,Link Assessoria Esportiva E Propaganda
944,632.,Ivan Dario Angulo Cortes,Botafogo - RJ,Brio Pro Intermediacao Esportiva Ltda
945,633.,Ivonei Junior da Silva Rabelo,Santos - SP,Link Assessoria Esportiva E Propaganda
947,634.,Jackson Ramos Silva de Franca,Retrô - PE,Shirley Cassia Oliveira Alves Figueiredo
948,635.,Jackson Ramos Silva de Franca,Ceará - CE,Albuquerque Soccer Atividades
950,636.,Jader Barbosa da Silva Gentil,Athletico Paranaense -,Dunkirk Esportes Ltda
952,637.,Jadson Alves dos Santos,Cruzeiro – MG,Mfd Empreendimentos E Participacoes
954,638.,Jadson Rodrigues da Silva,Athletico Paranaense -,Think Ball E Sports Consulting Ltda
956,639.,Jadson Rodrigues da Silva,Athletico Paranaense -,Think Ball E Sports Consulting Ltda
958,640.,Jael Ferreira Vieira,Ceará - CE,Rfscheidt Marketing E Esporte Eireli
959,641.,Jailson Marcelino dos Santos,Palmeiras - SP,Eleven Assessoria E Gestão Esportiva
961,642.,Jair Diego Alves de Brito,Athletico Paranaense -,Ng Gerenciamento Consultoria E
963,643.,Jair Rodrigues Junior,Atlético - MG,Prattes Planejamento E Gestao
965,644.,Jamilton Andrés Carcelen Moreira,Palmeiras - SP,Replay Agencia Esportiva Ltda
966,645.,Janderson Santos de Souza,Atlético - GO,Cityper Assessoria E Marketing
968,646.,Janderson Santos de Souza,Atlético - GO,Cityper Assessoria E Marketing
970,647.,Jean Carlos Batista,Atlético - MG,Mrc31 Assessoria Esportiva Eireli
971,648.,Jean Carlos Gomes de Lima,Atlético - MG,Ae Pro Sports Marketing Publicidade E
973,649.,Jean Carlos Quinonez Preciado,Palmeiras - SP,Replay Agencia Esportiva Ltda
974,650.,Jean Carlos Vicente,Náutico - PE,Nilson Simplicio Assessoria Esportiva
976,651.,Jean Lucca Teixeira Ferreira,Internacional - RS,Jmb Esportes E Organizacao de Eventos
978,652.,Jean Paulo Fernandes Filho,Atlético - GO,Talents Sports Ltda
979,653.,Jefferson Renan da Silva,Brusque - SC,Charrua - Marketing Esportivo Ltda
980,654.,Jefté Vital da Silva Dias,Fluminense - RJ,Fs Brito - Me
981,655.,Jeliel Allesson de Magalhães Pinto,Ação - MT,Atahide de Mello Paim Russi Duarte
982,656.,Jemerson de Jesus Nascimento,Corinthians – SP,Refast Consultoria Desportiva Ltda
984,657.,Jheann Silvio Franco Santos de Souza,Artsul Futebol Clube,Pgb Sports Management Ltda - Epp
986,658.,Jhonata Robert Alves da Silva,Grêmio - RS,Sommar Consultoria E Gestao Esportiva
988,659.,Jhonny Cardinoti Pedro,Fluminense - RJ,Pmsm Publicidade E Comunicacao Ltda
989,660.,Joao Alves de Assis Silva,Corinthians - SP,Bertolucci Assessoria E Propaganda
991,661.,Joao Antonio Briao Molins Filho,Paraná - PR,Nws Esportes Ltda - Me
992,662.,Joao Gustavo de Almeida Neto,Figueirense Esporte,All Sports Gerenciamento E Consultoria
994,663.,Joao Henrique Oliveira Veras,Ponte Preta - SP,Luis Augusto Carvalho Consultoria
995,664.,Joao Lucas de Souza Cardoso,Internacional - RS,Otb Lab Consultoria Esportiva Ltda
996,665.,Joao Lucas Pacheco Pires,Goiás - GO,Dunkirk Esportes Ltda
997,666.,João Luiz da Silva Cipriano,Fluminense - RJ,Lr Prime Agencia Esportiva Ltda
998,667.,João Luiz da Silva Cipriano,Fluminense - RJ,Lr Prime Agencia Esportiva Ltda
999,668.,Joao Manoel Tome da Silva,Cruzeiro - MG,Nws Esportes Ltda - Me
1000,669.,João Marcelo de Araujo Lima,Vitória - BA,Promisses Sport E Marketing Eireli
1001,670.,Joao Paulo da Silva Alves,Atlético - GO,Brazil Soccer Sports Management Ltda
1002,671.,Joao Paulo do Nascimento Costa,Vitória - BA,Antoniu S Assessoria Esportiva Ltda
1003,672.,Joao Paulo Gomes da Costa,America - MG,L10 Assessoria E Empreendimentos
1005,673.,Joao Pedro Dias de Oliveira,Internacional - RS,World Of Foot Ball Assessoria Esportiva
1007,674.,Joao Pedro Florencio Barbosa,Vila Nova - GO,Nilson Simplicio Assessoria Esportiva
1009,675.,Joao Pedro Florencio Barbosa,Vila Nova - GO,Nilson Simplicio Assessoria Esportiva
1011,676.,João Pedro Galvão de Carvalho,Vasco da Gama - RJ,Marcos Antonio Bonfim da Silva
1012,677.,João Pedro Galvão de Carvalho,Vasco da Gama - RJ,Marcos Antonio Bonfim da Silva
1013,678.,Joao Pedro Pinho Maciel,Palmeiras - SP,Wilson Kraychete Junior
1014,679.,Joao Ricardo Riedi,Chapecoense - SC,F J B Sports Ltda Me
1015,680.,Joao Ricardo Riedi,Ceará - CE,F J B Sports Ltda Me
1016,681.,Joao Victor Castro Oliveira da Cruz,Internacional - RS,Jmb Esportes E Organizacao de Eventos
1018,682.,Joao Victor Castro Oliveira da Cruz,Ceará - CE,Jmb Esportes E Organizacao de Eventos
1020,683.,Joao Victor Cubas Alves,Santos - SP,Carlos Alberto Alves Lopes - Me
1021,684.,João Victor da Silva Braga,Retrô - PE,Shirley Cassia Oliveira Alves Figueiredo
1022,685.,Joao Victor da Silva Marcelino,Atlético - GO,Ae Pro Sports Marketing Publicidade E
1024,686.,Joao Victor da Silva Oliveira,Athletico Paranaense -,Contrataque Administração Esportiva -
1026,687.,Joao Victor da Vitoria Fernandes,Juventude - RS,R&r Sports Consultoria Esportiva Ltda
1027,688.,João Victor Dall' Stella Vialle,Athletico Paranaense -,Welt Sports Gestão de Carreiras Ltda
1029,689.,João Victor dos Santos Júlio,Botafogo - SP,Hl Sports Ltda
1030,690.,Joao Victor e Costa Cesco,Chapecoense - SC,Sportsmaxi Consultoria Esportiva Ltda
1031,691.,Joao Victor e Costa Cesco,Chapecoense - SC,Sportsmaxi Consultoria Esportiva Ltda
1032,692.,Joao Victor Felix Alves,Internacional - RS,Jmb Esportes E Organizacao de Eventos
1034,693.,Joao Victor Figueredo Martins,Vitória - BA,L.p. Participacoes E Empreendimentos
1036,694.,João Victor Gomes da Silva,Flamengo - RJ,B E C Consultoria Esportiva Ltda
1037,695.,Joao Victor Gomes Laranjeira Lima,Vasco da Gama - RJ,Link Assessoria Esportiva E Propaganda
1039,696.,Joao Victor Nascimento dos Santos,Sampaio Corrêa - MA,International Sports Consultoria
1040,697.,João Victor Ribeiro de Jesus,FC SKA BRASIL - SP,Samuel Lima de Jesus Pereira
1041,698.,Joao Victor Rodrigues Teixeira,Vitória - BA,Antoniu S Assessoria Esportiva Ltda
1042,699.,João Victor Santos Menezes,Vasco da Gama - RJ,Pmsm Publicidade E Comunicacao Ltda
1043,700.,João Victor Silva Benassi,Ferroviária - SP,Ng Gerenciamento Consultoria E
1045,701.,Joao Victor Vieira Ferreira Sousa,Ceará - CE,Antoniu S Assessoria Esportiva Ltda
1046,702.,Joao Vitor Amorim Santana,Concordia - SC,Dailon Riedi de Carvalho - ME
1047,703.,Joao Vitor Cabral de Freitas,Vitória - BA,Pedro Henrique Serrano Fernandes
1049,704.,Joao Vitor Cezar do Prado,Bahia - BA,Gervasio Tadeu Gonçalves Filho - Me
1050,705.,Joao Vitor da Silva Lima,Retrô - PE,Shirley Cassia Oliveira Alves Figueiredo
1051,706.,João Vitor Gomes Lucio da Silva,Palmeiras - SP,Marcos Antonio Bonfim da Silva
1052,707.,Joao Vitor Siqueira da Cruz,Brasil - RS,Prattes Planejamento E Gestao
1054,708.,João Vitor Varolo dos Santos,Ferroviária - SP,J D Sports Management Assessoria
1056,709.,João Vitor Xavier de Almeida,Corinthians - SP,F J B Sports Ltda Me
1057,710.,João Wesley Moraes Fontoura,Vasco da Gama - RJ,Brsoccer Sport Ltda (brsoccer Sport E
1059,711.,John Anthony Mercado Cuero,Athletico Paranaense -,Brio Pro Intermediacao Esportiva Ltda
1061,712.,John Kennedy Batista de Souza,Fluminense - RJ,Dg Assessoria Soccer Esportiva Ltda -
1063,713.,John Kennedy Batista de Souza,Fluminense - RJ,Dg Assessoria Soccer Esportiva Ltda -
1065,714.,John Kleber Oliveira da Silva,Corinthians - SP,4 Comm Marketing Career
1067,715.,John Steven Mendoza Valencia,Ceará - CE,Arf Assessoria Esportiva Ltda
1068,716.,Joilson de Jesus Demetrio Cardoso,Chapecoense - SC,Emporio Representaçao E Assessoria
1070,717.,Joilson de Jesus Demetrio Cardoso,Chapecoense - SC,Emporio Representaçao E Assessoria
1072,718.,Joilson Lucas Souza Nascimento,Fluminense - RJ,Pmsm Publicidade E Comunicacao Ltda
1073,719.,Jonatha Carlos de Melo Silva,Metropolitano - SC,Carpe Consultoria E Gestão Esportiva
1075,720.,Jonathan dos Santos Lessa,Vitória - BA,L.p. Participacoes E Empreendimentos
1077,721.,Jonathan Francisco Lemos,Botafogo - RJ,Emporio Representaçao E Assessoria
1079,722.,Jonathan Nascimento Moura Cruz,Internacional - RS,Link Assessoria Esportiva E Propaganda
1081,723.,Jonathan Nascimento Moura Cruz,Internacional - RS,Link Assessoria Esportiva E Propaganda
1083,724.,Jonathan Renato Barbosa,Corinthians - SP,Luis Augusto Carvalho Consultoria
1084,725.,Jonathan Schuttz Flores,Palmeiras - SP,Agon Empreendimentos Esportivos
1086,726.,Jonny Ferney Mosquera Mena,Oeste - SP,Claudinei Batista dos Reis Gomes
1087,727.,Jordan de Sousa Martins,Ceará - CE,Felipe Yammine Boin
1088,728.,Jorge Andres Roa Jimenez,Crb - AL,Fmil Sports Gestao Esportiva Ltda
1089,729.,Jorge Antonio Fiuza Leite,Vitória - BA,Grochot Sports Ltda
1090,730.,Jorge de Amorim Campos,Coritiba - PR,Datasoccer Sports Marketing
1093,731.,Jorge de Moura Xavier,Athletico Paranaense -,Flash Forward Representacao E
1095,732.,Jorge de Moura Xavier,Ceará - CE,Flash Forward Representacao E
1097,733.,Jorge Vinicius Ribeiro da Silva,Tubarão - SC,Bruno Junqueira Cervo - Me
1098,734.,Jose Arthur Sanches Filho,Itumbiara - GO,Mc Dias Gomes da Silva Agenciamento
1100,735.,Jose Artur Pedro da Silva,Grêmio - RS,Nws Esportes Ltda - Me
1101,736.,Jose Cassio Meneses da Costa,America - MG,Websoccer do Brasil Promocao de
1103,737.,Jose Elias Soares Noleto,Vitória - BA,Antoniu S Assessoria Esportiva Ltda
1104,738.,Jose Fernando Viana de Santana,Goiás - GO,Brazil Soccer Sports Management Ltda
1105,739.,Jose Gabriel dos Santos,America - MG,Daniel Paes Cerqueira
1106,740.,Jose Gabriel dos Santos Silva,Internacional - RS,Tiago Silva dos Santos & Cia Ltda
1107,741.,Jose Guilherme Cavalcante da Silva,Ferroviário - CE,Felipe Yammine Boin
1108,742.,Jose Hiago Fernando M de Oliveira,Fluminense - RJ,The Agency Brasil Ltda
1109,743.,Jose Ivaldo Almeida Silva,Athletico Paranaense -,Trust Sports Consultoria Esportiva Ltda
1111,744.,José Marcelo Mattos dos Santos,America - MG,Fama Sports Organizacao de Eventos
1113,745.,Jose Mateus Junior,Brusque - SC,Mmb Sports Participações
1114,746.,Jose Nacilio da Silva Lima,Ceará - CE,Felipe Yammine Boin
1115,747.,Jose Roberto Assunçao de Araujo Filho,Ponte Preta - SP,Elenko Sports Ltda
1116,748.,Jose Roberto Assunçao de Araujo Filho,Atlético - GO,Elenko Sports Ltda
1117,749.,Jose Roberto da Silva Lima Junior,Náutico - PE,Cavalcanti Assessoria Desportiva Eireli
1118,750.,Jose Rodrigo Andrade Ramos,Vitória - BA,Gold Sports Assessoria E Gestão
1120,751.,Jose Sabino Chagas Monteiro,Santos - SP,R W M Martins Assessoria Esportiva
1122,752.,Jose Vitor dos Santos Silva,Marcílio Dias - SC,Assis Representações Profissionais Ltda
1123,753.,Jose Vitor Ferreira da Silva,Globo - RN,R&r Sports Eireli
1124,754.,Jose Walber Mota de Amorim,Athletico Paranaense -,Unick Football Consultoria E Marketing
1126,755.,Jose Welinton Campos Menezes,Flamengo - RJ,Tiago Guadagno Geraldo - Me
1127,756.,José Welinton Silva de Andrade,Comercial Fc - SP,Hl Sports Ltda
1128,757.,José Welinton Silva de Andrade,Água Santa - SP,Hl Sports Ltda
1129,758.,José Welison da Silva,Botafogo - RJ,Fgf Sports Eireli
1130,759.,Joseph Mauricio de Oliveira Figueiredo,America - MG,Duts Marketing Esportivo Ltda - Me
1131,760.,Juan David Torres Henriquez,Corinthians - SP,Ebdx Consultoria Desportiva Ltda
1132,761.,Juan Pablo Ramirez Velasquez,Bahia - BA,Luiz Paulo Chignall de Moraes E Cia
1135,762.,Juan Ramon Cazares Sevillano,Corinthians - SP,Link Assessoria Esportiva E Propaganda
1137,763.,Juan Sebastian Quintero Fletcher,Fortaleza - CE,Marcos Vinicius de Castilho Braz
1138,764.,Juliano Alexandre Borges,São José - RS,Jr Sports - Me
1139,765.,Juliano Clasen Fabro,Internacional - RS,Energy Empreendimentos E
1141,766.,Juliano Henrique de Souza,Red Bull Bragantino - SP,Otb Lab Consultoria Esportiva Ltda
1142,767.,Júlio César Alves Gonçalves,America - MG,Agencia Dominio Sports Ltda
1143,768.,Julio Cesar de Souza Silva,Atlético - MG,UPlay Sports & Promotion
1145,769.,Julio Cesar Pereira Aragao,Red Bull Bragantino - SP,Dunkirk Esportes Ltda
1146,770.,Julio Cezar Rusch,São Bento - SP,Luzz Sports Ltda
1147,771.,Julio Kaue Biorchi Gomes,Juventude - RS,Prattes Planejamento E Gestao
1149,772.,Junior Araujo de Souza,Americano - RJ,Academia Invicttus Esportiva Ltda
1150,773.,Junior Osmar Ignacio Alonso Mujica,Atlético - MG,Diego Serrati Samaniego
1151,774.,Kadu Ribeiro Durval,Luverdense - MT,Showball Assessoria Esportiva Ltda
1152,775.,Kaike dos Santos de Andrade,Nacional Atletico Clube,Elenko Sports Ltda
1154,776.,Kaiky Fernandes Melo,Santos - SP,Bertolucci Assessoria E Propaganda
1156,777.,Kaio Nunes Ferreira,Real Brasília - DF,F J B Sports Ltda Me
1157,778.,Kaio Nunes Ferreira,Chapecoense - SC,F J B Sports Ltda Me
1158,779.,Kaio Vasconcellos da Costa,Resende - RJ,Ole Sport & Intermediacoes Ltda
1159,780.,Kaique Pereira Azarias,Palmeiras - SP,Rx Sports Management Intermediações
1161,781.,Kauã Cristian Anjos dos Santos,Vasco da Gama - RJ,"Pantera Esporte, Marketing E Comercio"
1163,782.,Kaua Davi Fernandes Braga,Bahia - BA,Antoniu S Assessoria Esportiva Ltda
1164,783.,Kauã Jesus Tenório,Oeste - SP,Tycoon Sports - Assessoria E Marketing
1166,784.,Kauã Lucas Oliveira de Andrade,Vasco da Gama - RJ,"Pantera Esporte, Marketing E Comercio"
1168,785.,Kauan Pereira Evangelista,Vasco da Gama - RJ,Brio Pro Intermediacao Esportiva Ltda
1169,786.,Kauan Vinicius dos Santos das Graças,Palmeiras - SP,DESTAK SPORTS AGENCIAMENTO
1171,787.,Kauê Rodrigues Pessanha,Botafogo - RJ,Mc Sports Management Ltda
1172,788.,Kawan Gabriel da Silva,Athletico Paranaense -,Gr2 Gestao E Marketing Ltda
1174,789.,Kayke David Pereira,Flamengo - RJ,Bs Soccer Publicidade E Imagens Ltda
1175,790.,Kayky da Silva Chagas,Fluminense - RJ,Pmsm Publicidade E Comunicacao Ltda
1176,791.,Kayque Luiz Pereira,Botafogo - RJ,Bs Soccer Publicidade E Imagens Ltda
1177,792.,Kayque Luiz Pereira,Botafogo - RJ,Bs Soccer Publicidade E Imagens Ltda
1178,793.,Kayque Nabesima Lima,Flamengo - RJ,Energy Empreendimentos E
1180,794.,Keiller da Silva Nunes,Chapecoense - SC,M & C Esportes E Organizacao de
1182,795.,Keiller da Silva Nunes,Internacional - RS,Jmb Esportes E Organizacao de Eventos
1184,796.,Kelvi Chiesa Gomes,Juventude - RS,Nws Esportes Ltda - Me
1185,797.,Kelvin Mateus de Oliveira,Botafogo - RJ,Mmb Sports Participações
1186,798.,Kelvyn Christopher Araujo de Oliveira,Cruzeiro - MG,De20 Representação E Assessoria
1188,799.,Kelvyn Ramos da Fonseca,Ceará - CE,Bruno Junqueira Cervo - Me
1189,800.,Kennedy Anderson Nunes Machado,Carajás - PA,Soccer Forest Intermediacoes de
1191,801.,Kevin Kesley de Souza,Atlético - MG,Agon Empreendimentos Esportivos
1193,802.,Kevin Peterson dos Santos Silva,Botafogo - RJ,Vtn Image Representação E
1195,803.,Kevin Roberto Emmel,Corinthians - SP,AS27 Esportes Ltda
1196,804.,Kevin Santos Lopes de Macedo,Palmeiras - SP,Kirin Soccer S/s Ltda
1197,805.,Kevyn da Silva Soares,America - MG,Andre Luis de Souza Oliveira - Eireli
1198,806.,Kevyn Lucas Ramos da Costa,Náutico - PE,Lifepro Consultoria E Assessoria Ltda.
1199,807.,Kiuan Gabriel de Castro,Ferroviário - CE,Felipe Yammine Boin
1200,808.,Kriguer Lucero Antunes,Paraná - PR,Nws Esportes Ltda - Me
1201,809.,Laercio Solda,Santos - SP,Pecbol Sports E Participacoes Ltda
1202,810.,Lauro Victor Guimaraes,Figueirense Esporte,All Sports Gerenciamento E Consultoria
1204,811.,Lazaro Gabriel Zoppi Laquintana,Campo Grande - CE,Soraia Batista Almeida Braide
1205,812.,Lazaro Vinicius Marques,Flamengo - RJ,The Agency Brasil Ltda
1206,813.,Leandro Alves de Carvalho,Operário - PR,Magnitude Brazil Esportes Ltda
1207,814.,Leandro Barcia Montero,Sport - PE,Gol Sports Servicos Administrativos
1209,815.,Leandro Carvalho da Silva,America - MG,Hasc Sports Consultoria Esportiva Ltda
1210,816.,Leandro da Silva,Vitória - BA,Carlos Alberto Alves Lopes - Me
1211,817.,Leandro Henrique do Nascimento,Red Bull Bragantino - SP,Link Assessoria Esportiva E Propaganda
1213,818.,Leonardo Andriel dos Santos,Santa Cruz - PE,Jose Paulo Richter
1214,819.,Leonardo Ataide de Oliveira Siqueira,Athletico Paranaense -,Gr2 Gestao E Marketing Ltda
1216,820.,Leonardo Augusto Cunha de Lima,Votuporanguense - SP,"Pro Soccer Mgmt Intermediações,"
1219,821.,Leonardo Augusto de Oliveira,Capivariano - SP,Luck Sports Ltda - Epp
1220,822.,Leonardo Augusto de Oliveira,Grêmio - RS,Luck Sports Ltda - Epp
1221,823.,Leonardo Avila dos Santos,Luverdense - MT,Showball Assessoria Esportiva Ltda
1222,824.,Leonardo Berteli Fenga,Grêmio - RS,Carlos Pereira Figueiredo
1223,825.,Leonardo Cittadini,Athletico Paranaense -,Hasc Sports Consultoria Esportiva Ltda
1225,826.,Leonardo da Silva Gomes,America - MG,Rec Sports Assessoria Esportiva - Eireli
1226,827.,Leonardo da Silva Passos,America - MG,Tfm Agency Marketing Esportivo Ltda
1227,828.,Leonardo de Matos Cruz,Vasco da Gama - RJ,Hasc Sports Consultoria Esportiva Ltda
1228,829.,Leonardo de Oliveira Clemente Marins,Cascavel - PR,Gomes & Gomes Gestao Pessoal Ltda -
1230,830.,Leonardo de Sousa Pereira,Vitória - BA,Antoniu S Assessoria Esportiva Ltda
1231,831.,Leonardo de Souza Sena,Atlético - MG,R13 Fussball Agenciamento Esportivo
1233,832.,Leonardo de Souza Sena,Atlético – MG,Fgf Sports Eireli
1234,833.,Leonardo de Souza Silva,Fluminense - RJ,Jl Representacoes E Agenciamento de
1236,834.,Leonardo Evangelista de Araujo Pedro,Resende - RJ,Brio Pro Intermediacao Esportiva Ltda
1237,835.,Leonardo Gomes de Abreu,América - SP,Ademilson Evaristo Sociedade
1239,836.,Leonardo Leocovick,Vitória - BA,Pedro Soares Seeger
1240,837.,Leonardo Moreira Morais,Vitória - BA,Antoniu S Assessoria Esportiva Ltda
1241,838.,Leonardo Naldi de Matos,Ponte Preta - SP,Nt Pro Sports Ltda
1242,839.,Leonardo Natel Vieira,Corinthians - SP,Luis Augusto Carvalho Consultoria
1243,840.,Leonardo Pereira dos Santos,Ponte Preta - SP,Pro Futebol Assessoria Administrativa
1245,841.,Leonardo Rafael dos Santos,Ceará - CE,Galax Sports Agenciamento Esportivo
1247,842.,Leonardo Rezende Flores de Melo,Volta Redonda - RJ,Fs Brito - Me
1248,843.,Leonardo Rigo da Silva,Operário - PR,Nt Pro Sports Ltda
1249,844.,Leonardo Rodrigues dos Santos,Corinthians - SP,Bertolucci Assessoria E Propaganda
1251,845.,Leonardo Siqueira de Paiva Bezerra,Atlético - GO,Carlos Alberto Alves Lopes - Me
1252,846.,Leonardo Teles Rocha,Campo Grande - CE,Soraia Batista Almeida Braide
1253,847.,Leonardo Xavier da Silva,Vitória - BA,Antoniu S Assessoria Esportiva Ltda
1254,848.,Levi Gabriel Pereira,Ceará - CE,Madeira Sports Assessoria Esportiva
1256,849.,Levy Sabatim Barbosa,Desportivo Brasil,International Sports Consultoria
1258,850.,Lincon Marcondes Junior,Palmeiras - SP,Energy Empreendimentos E
1260,851.,Lincon Marcondes Junior,Figueirense - SC,Energy Empreendimentos E
1262,852.,Linnick Souza de Oliveira,Ferroviário - CE,Felipe Yammine Boin
1263,853.,Luã Niger Silva de Souza,Comercial Fc - SP,Atahide de Mello Paim Russi Duarte
1264,854.,Luan Carvalho de Lima,Audax - SP,Fernando Alves Fernandes
1265,855.,Luan da Silva Pereira,Avaí - SC,UPlay Sports & Promotion
1267,856.,Luan Dias da Silva,Ponte Preta - SP,Nilson Simplicio Assessoria Esportiva
1269,857.,Luan Figueirôa Brito,Fluminense - RJ,Macar Consultoria Comercial
1270,858.,Luan Garcia Teixeira,Palmeiras - SP,Sc & Pb Consultoria E Assessoria
1272,859.,Luan Henrique Neves da Silva,Artsul Futebol Clube,Pgb Sports Management Ltda - Epp
1274,860.,Luan Henrique Neves da Silva,Artsul Futebol Clube,Pgb Sports Management Ltda - Epp
1276,861.,Luan Miguel Aguiar Santos,Vitória - BA,Imagem Soccer Agenciamento Ltda
1277,862.,Luan Patrick Wiedthauper,Athletico Paranaense -,Agon Empreendimentos Esportivos
1279,863.,Luan Patrick Wiedthauper,Athletico Paranaense -,Agon Empreendimentos Esportivos
1281,864.,Luan Peres Petroni,Santos - SP,F J B Sports Ltda Me
1282,865.,Luan Peres Petroni,Santos - SP,F J B Sports Ltda Me
1283,866.,Luan Peres Petroni,Santos - SP,F J B Sports Ltda Me
1284,867.,Luan Sales do Nascimento,Atlético - GO,Tiago Lenoir Moreira Sociedade
1286,868.,Luan Sales do Nascimento,Flamengo - RJ,Tiago Lenoir Moreira Sociedade
1288,869.,Luanderson Placido Moraes dos Santos,Sao Bernardo FC - SP,Websoccer do Brasil Promocao de
1290,870.,Luanderson Placido Moraes dos Santos,Oeste - SP,Websoccer do Brasil Promocao de
1292,871.,Lucas Andre Silva da Costa,Sport - PE,Cavalcanti Assessoria Desportiva Eireli
1293,872.,Lucas Barcelos Damacena,Fluminense - RJ,Pmsm Publicidade E Comunicacao Ltda
1294,873.,Lucas Candido Silva,Vitória - BA,Dr3 Consultoria Esportiva Ltda
1295,874.,Lucas Carvalho da Silva,Figueirense - SC,Mab Intermediacoes E Participacoes
1297,875.,Lucas Cavalcante Silva Afonso,Csa - AL,Blb Sports Investimento E Marketing
1299,876.,Lucas Costa da Silva,Chapecoense - SC,Rocha Loures Consultoria Em Esportes
1301,877.,Lucas da Costa Bonete,Athletico Paranaense -,Lr Prime Agencia Esportiva Ltda
1303,878.,Lucas da Costa Duarte,Americano - RJ,Talent Sports Ltda
1304,879.,Lucas da Cruz Oliveira,Atlético - GO,Xinef Eventos Ltda
1305,880.,Lucas da Silva Chagas,Vasco da Gama - RJ,Xinef Eventos Ltda
1306,881.,Lucas da Silva Justen,Fluminense - RJ,Mfd Empreendimentos E Participacoes
1308,882.,Lucas da Silva Ribeiro Campos,Botafogo - RJ,Mc Sports Management Ltda
1309,883.,Lucas de Lima Maximo,Luverdense - MT,Showball Assessoria Esportiva Ltda
1310,884.,Lucas de Ramos Silveira,Internacional - RS,World Of Foot Ball Assessoria Esportiva
1312,885.,Lucas Dorneles Martins,Figueirense - SC,Lf Soccer Representações Ltda - Me
1313,886.,Lucas Dorneles Martins,Figueirense - SC,Lf Soccer Representações Ltda - Me
1314,887.,Lucas Eduardo Lima da Silva,São Bento - SP,J T Assessoria Empresarial E
1316,888.,Lucas Eduardo Ribeiro de Souza,Athletico Paranaense -,Brustolini Guerra Assessoria Esportiva
1318,889.,Lucas Eduardo Silva de Goes,Joinville - SC,R7 Agenciamento de Atletas Ltda
1319,890.,Lucas Esteves Souza,Palmeiras - SP,Think Ball E Sports Consulting Ltda
1320,891.,Lucas Evangelista Santana de Oliveira,Red Bull Bragantino - SP,Tfm Agency Marketing Esportivo Ltda
1321,892.,Lucas Felipe da Silva Ferreira,Fluminense - RJ,Vtn Image Representação E
1323,893.,Lucas Gabriel de Araujo Cunha,America - MG,Sports Winners Participações Ltda
1324,894.,Lucas Gabriel Dias,Desportivo Brasil,Border Intermediação de Negócios
